"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"
"CR6"	"H"	11.5	0.012	0.0096	0.0144
"CR6"	"H"	11.6	0.012	0.0096	0.0144
"CR6"	"H"	11.7	0.012	0.0096	0.0144
"CR6"	"H"	11.8	0.012	0.0096	0.0144
"CR6"	"H"	11.9	0.012	0.0096	0.0144
"CR6"	"H"	12	0.012	0.0096	0.0144
"CR6"	"H"	12.1	0.012	0.0096	0.0144
"CR6"	"H"	12.2	0.012	0.0096	0.0144
"CR6"	"H"	12.3	0.012	0.0096	0.0144
"CR6"	"H"	12.4	0.012	0.0096	0.0144
"CR6"	"H"	12.5	0.012	0.0096	0.0144
"CR6"	"H"	12.6	0.012	0.0096	0.0144
"CR6"	"H"	12.7	0.012	0.0096	0.0144
"CR6"	"H"	12.8	0.012	0.0096	0.0144
"CR6"	"H"	12.9	0.012	0.0096	0.0144
"CR6"	"H"	13	0.012	0.0096	0.0144
"CR6"	"H"	13.1	0.012	0.0096	0.0144
"CR6"	"H"	13.2	0.012	0.0096	0.0144
"CR6"	"H"	13.3	0.012	0.0096	0.0144
"CR6"	"H"	13.4	0.012	0.0096	0.0144
"CR6"	"H"	13.5	0.012	0.0096	0.0144
"CR6"	"H"	13.6	0.012	0.0096	0.0144
"CR6"	"H"	13.7	0.012	0.0096	0.0144
"CR6"	"H"	13.8	0.012	0.0096	0.0144
"CR6"	"H"	13.9	0.012	0.0096	0.0144
"CR6"	"H"	14	0.012	0.0096	0.0144
"CR6"	"H"	14.1	0.012	0.0096	0.0144
"CR6"	"H"	14.2	0.012	0.0096	0.0144
"CR6"	"H"	14.3	0.012	0.0096	0.0144
"CR6"	"H"	14.4	0.012	0.0096	0.0144
"CR6"	"H"	14.5	0.012	0.0096	0.0144
"CR6"	"H"	14.6	0.012	0.0096	0.0144
"CR6"	"H"	14.7	0.012	0.0096	0.0144
"CR6"	"H"	14.8	0.012	0.0096	0.0144
"CR6"	"H"	14.9	0.012	0.0096	0.0144
"CR6"	"H"	15	0.012	NA	0.0144
